period,ugs_id,plant,pollinator,w
C,18,Trifolium repens,Morphospecies 15,1
C,19,Centaurea jacea,Oxythyrea funesta,1
C,19,Centaurea scabiosa,Halictus scabiosae,1
C,19,Cornus sericea,Lasioglossum nitidulum,1
C,19,Cornus sericea,Lasioglossum pauxillum,1
C,19,Crepis biennis,Lasioglossum calceatum,1
C,19,Galium verum,Cheilosia mutabilis,1
C,19,Galium verum,Episyrphus balteatus,1
C,19,Hypericum calycinum,Apis mellifera,2
C,19,Hypericum calycinum,Lasioglossum politum,2
C,19,Hypochaeris radicata,NA,1
C,19,Knautia arvensis,Lasioglossum pauxillum,1
C,19,Knautia arvensis,Oedemera lurida,1
C,19,Knautia arvensis,Oedemera nobilis,1
C,19,Knautia arvensis,Pseudovadonia livida,1
C,19,Malva sylvestris,Lasioglossum pauxillum,1
C,19,Picris hieracioides,Halictus scabiosae,2
C,19,Picris hieracioides,Lasioglossum pauxillum,2
C,19,Picris hieracioides,Oedemera lurida,1
C,19,Potentilla reptans,Pipizella sp.,1
C,19,Sedum sexangulare,Lasioglossum pauxillum,1
C,19,Trifolium repens,Apis mellifera,1
C,20,Allium rotundum,Apis mellifera,4
C,20,Allium rotundum,Lasioglossum morio,1
C,20,Campanula trachelium,Apis mellifera,1
C,20,Campanula trachelium,Chelostoma campanularum,2
C,20,Campanula trachelium,Chelostoma rapunculi,3
C,20,Campanula trachelium,Lasioglossum morio,1
C,20,Campanula trachelium,Lasioglossum nitidulum,1
C,20,Campanula trachelium,Megachile willughbiella,1
C,20,Coreopsis verticillata,Apis mellifera,5
C,20,Coreopsis verticillata,Lasioglossum leucozonium,1
C,20,Echinacea pallida,Apis mellifera,5
C,20,Epilobium hirsutum,Apis mellifera,1
C,20,Filipendula ulmaria,Apis mellifera,24
C,20,Filipendula ulmaria,Bombus terrestris aggr.,1
C,20,Filipendula ulmaria,Eristalis arbustorum,1
C,20,Filipendula ulmaria,Lasioglossum laticeps,4
C,20,Filipendula ulmaria,Lasioglossum politum,2
C,20,Filipendula ulmaria,Myathropa florea,1
C,20,Filipendula ulmaria,Villa cingulata,1
C,20,Hydrangea quercifolia,Apis mellifera,9
C,20,Lythrum salicaria,Apis mellifera,2
C,20,Malva alcea,Apis mellifera,6
C,20,Plantago lanceolata,Apis mellifera,1
C,20,Plantago lanceolata,Pemphredon mortifer,1
C,20,Prunella vulgaris,Apis mellifera,1
C,20,Salvia verticillata,Apis mellifera,9
C,20,Trifolium repens,Apis mellifera,2
C,20,Trifolium repens,lepidoptera,1
C,20,Verbena bonariensis,Apis mellifera,1
C,21,Centaurea jacea,Apis mellifera,13
C,21,Centaurea jacea,Lasioglossum calceatum,2
C,21,Centaurea jacea,Lasioglossum malachurum,2
C,21,Centaurea scabiosa,Apis mellifera,1
C,21,Centaurea scabiosa,Lasioglossum pauxillum,1
C,21,Centaurea scabiosa,Oxythyrea funesta,1
C,21,Convolvulus arvensis,Lasioglossum calceatum,1
C,21,Convolvulus arvensis,Lasioglossum laticeps,1
C,21,Convolvulus arvensis,Lasioglossum pauxillum,1
C,21,Convolvulus arvensis,Sphaerophoria scripta,1
C,21,Geranium sanguineum,Apis mellifera,3
C,21,Geranium sanguineum,Eumerus ornatus,1
C,21,Geranium sanguineum,Lasioglossum morio,1
C,21,Geranium sanguineum,Lasioglossum pauxillum,1
C,21,Geranium sanguineum,Plagiognathus arbustorum,1
C,21,Hypochaeris radicata,Lasioglossum villosulum,1
C,21,Lotus corniculatus,Apis mellifera,1
C,21,Plantago lanceolata,Lasioglossum laticeps,1
C,21,Potentilla fruticosa,Apis mellifera,8
C,21,Potentilla reptans,Lasioglossum malachurum,1
C,21,Rubus fruticosus aggr.,Apis mellifera,10
C,21,Rubus fruticosus aggr.,Bombus terrestris aggr.,1
C,21,Rubus fruticosus aggr.,Lasioglossum morio,1
C,21,Rubus fruticosus aggr.,Trichius gallicus,1
C,21,Rubus fruticosus aggr.,pollen beetle,4
C,21,Trifolium pratense,Bombus pascuorum,1
C,21,Vicia sepium,Closterotomus biclavatus,1
C,22,Circaea lutetiana,diptera_A5,1
C,22,Geranium sanguineum,Cerceris rybyensis,1
C,22,Geranium sanguineum,Lasioglossum nitidulum,1
C,22,Origanum vulgare,Apis mellifera,127
C,22,Origanum vulgare,Bombus hyponorum,1
C,22,Origanum vulgare,Bombus terrestris,1
C,22,Origanum vulgare,Bombus terrestris aggr.,1
C,22,Origanum vulgare,Cerceris rybyensis,1
C,22,Origanum vulgare,Cryptocephalus pygmaeus,1
C,22,Origanum vulgare,Eristalis pertinax,2
C,22,Origanum vulgare,Eristalis similis,2
C,22,Origanum vulgare,Lasioglossum albipes,1
C,22,Origanum vulgare,Lasioglossum calceatum,3
C,22,Origanum vulgare,Lasioglossum morio,2
C,22,Origanum vulgare,Lasioglossum sp.,1
C,22,Origanum vulgare,Pieris rapae,1
C,22,Potentilla reptans,Helophilus pendulus,1
C,22,Ranunculus acris,Lasioglossum pauxillum,1
C,22,Trifolium repens,Apis mellifera,27
C,22,Trifolium repens,wildbee,1
C,23,Calystegia sepium,Lasioglossum zonulum,1
C,23,Lotus corniculatus,Halictus confusus,1
C,23,Potentilla reptans,Andrena minutula,1
C,23,Potentilla reptans,Lasioglossum calceatum,1
C,23,Potentilla reptans,Lasioglossum malachurum,2
C,23,Potentilla reptans,Lasioglossum morio,2
C,23,Potentilla reptans,Sphaerophoria taeniata,1
C,23,Prunella vulgaris,Apis mellifera,6
C,23,Prunella vulgaris,Bombus pascuorum,1
C,23,Prunella vulgaris,Bombus terrestris aggr.,1
C,23,Prunella vulgaris,Pipizella sp.,1
C,23,Trifolium pratense,Bombus pascuorum,1
C,23,Trifolium repens,Apis mellifera,15
C,23,Trifolium repens,Halictus tumulorum,1
C,23,Trifolium repens,Melanostoma mellinum,1
C,23,Trifolium repens,Polyommatus icarus,1
C,23,Valeriana officinalis,Lasioglossum calceatum,2
C,24,Ceanothus americanus,Apis mellifera,13
C,24,Ceanothus americanus,Hylaeus communis,1
C,24,Ceanothus americanus,Isodontia mexicana,1
C,24,Ceanothus americanus,Lasioglossum laticeps,1
C,24,Ceanothus americanus,Lasioglossum pauxillum,1
C,24,Ceanothus americanus,Lasioglossum politum,2
C,24,Ceanothus americanus,Lucilia sp.,5
C,24,Ceanothus americanus,Madiza sp.,1
C,24,Ceanothus americanus,Sphaerophoria sp.,1
C,24,Cichorium intybus,Lasioglossum calceatum,1
C,24,Cichorium intybus,Lasioglossum morio,1
C,24,Crepis capillaris,Halictus subauratus,1
C,24,Crepis capillaris,Lasioglossum leucozonium,1
C,24,Crepis capillaris,Lasioglossum malachurum,1
C,24,Crepis capillaris,Lasioglossum politum,1
C,24,Daucus carota,Cerceris rybyensis,2
C,24,Daucus carota,Eristalis arbustorum,1
C,24,Daucus carota,Hylaeus communis,1
C,24,Daucus carota,Hylaeus punctatus,2
C,24,Daucus carota,Melanostoma mellinum,1
C,24,Hypericum perforatum,Apis mellifera,1
C,24,Malva sylvestris,Apis mellifera,1
C,24,Medicago lupulina,Lasioglossum malachurum,1
C,24,Prunella vulgaris,Apis mellifera,4
C,24,Prunella vulgaris,Bombus terrestris aggr.,1
C,24,Syringa pubescens,Apis mellifera,1
C,24,Syringa pubescens,Eristalis tenax,3
C,24,Syringa pubescens,Lasioglossum politum,1
C,24,Taraxacum officinale,NA,1
C,24,Trifolium repens,Apis mellifera,2
C,24,Trifolium repens,Polyommatus icarus,1
C,26,Achillea filipendulina,Halictus simplex aggr.,1
C,26,Achillea filipendulina,Heriades truncorum,1
C,26,Achillea filipendulina,Hylaeus nigritus,3
C,26,Achillea filipendulina,Lasioglossum pauxillum,3
C,26,Achillea filipendulina,Lasioglossum politum,1
C,26,Buddleja davidii,Apis mellifera,4
C,26,Buddleja davidii,Pieris rapae,1
C,26,Coreopsis verticillata,Apis mellifera,5
C,26,Crocosmia _x crocosmiiflora,Apis mellifera,8
C,26,Crocosmia _x crocosmiiflora,Lasioglossum albipes,1
C,26,Crocosmia _x crocosmiiflora,Lasioglossum calceatum,2
C,26,Crocosmia _x crocosmiiflora,Lasioglossum nitidulum,2
C,26,Geranium sanguineum,Hylaeus confusus,1
C,26,Geranium sanguineum,Lasioglossum pauxillum,2
C,26,Geranium sanguineum,Oedemera lurida,1
C,26,Geranium sanguineum,diptera_A13,1
C,26,Hypochaeris radicata,Eupeodes corollae,1
C,26,Hypochaeris radicata,Lasioglossum morio,1
C,26,Lavandula angustifolia,Apis mellifera,13
C,26,Lavandula angustifolia,Bombus hyponorum,1
C,26,Lavandula angustifolia,Bombus pratorum,1
C,26,Oenothera lindheimeri,Apis mellifera,15
C,26,Potentilla fruticosa,Apis mellifera,4
C,26,Potentilla fruticosa,Lucilia sp.,1
C,26,Prunella vulgaris,Eumerus sogdianus,1
C,26,Prunella vulgaris,Sphaerophoria scripta,1
C,26,Rosa gallica,Apis mellifera,1
C,26,Rosa gallica,Myathropa florea,1
C,26,Salvia yangii,Apis mellifera,4
C,26,Trifolium repens,Apis mellifera,6
C,26,Trifolium repens,Halictus tumulorum,1
C,26,Veronica longifolia,Apis mellifera,6
C,26,Veronica longifolia,Lasioglossum calceatum,1
C,26,Veronica longifolia,Lasioglossum morio,1
C,26,Veronica longifolia,Lasioglossum pauxillum,1
C,26,Veronica longifolia,Lasioglossum politum,1
C,27,Eriocapitella hybrida,Apis mellifera,8
C,27,Eriocapitella hybrida,Bombus terrestris aggr.,1
C,27,Geum urbanum,Lasioglossum calceatum,1
C,27,Hypericum hircinum,Apis mellifera,8
C,27,Hypericum hircinum,Bombus pascuorum,1
C,27,Hypericum hircinum,Lasioglossum calceatum,1
C,27,Hypericum hircinum,Stomorhina lunata,1
C,27,Lavandula angustifolia,Apis mellifera,19
C,27,Lavandula angustifolia,Bombus pascuorum,3
C,27,Lavandula angustifolia,Bombus terrestris aggr.,1
C,27,Lavandula angustifolia,Bombus vestalis,1
C,27,Melilotus officinalis,Halictus confusus,1
C,27,Oenothera biennis,Apis mellifera,1
C,27,Oenothera biennis,Lasioglossum laticeps,1
C,28,Circaea lutetiana,Lasioglossum morio,1
C,28,Circaea lutetiana,Platycheirus scutatus,1
C,28,Circaea lutetiana,Sphaerophoria scripta,1
C,29,Aster incisus,Lasioglossum albipes,1
C,29,Bellis perennis,Thecophora sp.,1
C,29,Pentas lanceolata,Lasioglossum morio,1
C,29,Prunella vulgaris,Apis mellifera,4
C,29,Prunella vulgaris,Bombus pascuorum,1
C,29,Prunella vulgaris,Bombus terrestris aggr.,1
C,29,Rudbeckia fulgida,Halictus simplex aggr.,1
C,29,Rudbeckia fulgida,Lasioglossum nitidulum,1
C,29,Saponaria officinalis,Apis mellifera,1
C,29,Saponaria officinalis,Lasioglossum calceatum,1
C,29,Saponaria officinalis,Lasioglossum nitidulum,1
C,29,Trifolium repens,Andrena afzeliella,1
C,29,Trifolium repens,Apis mellifera,2
C,29,Trifolium repens,Chelostoma rapunculi,1
C,30,Eriocapitella hybrida,Apis mellifera,1
C,30,Eriocapitella hybrida,Bombus terrestris aggr.,1
C,30,Eriocapitella hybrida,Eristalis tenax,1
C,30,Heuchera micrantha,Lasioglossum pauxillum,1
C,30,Hibiscus syriacus,Bombus terrestris aggr.,1
C,30,Persicaria orientalis,Apis mellifera,6
C,30,Persicaria orientalis,Dolichovespula saxonica,2
C,30,Persicaria orientalis,Lasioglossum calceatum,2
C,30,Persicaria orientalis,Lasioglossum laticeps,1
C,30,Rosa _x damascena,Apis mellifera,1
C,30,Salvia glutinosa,Lasioglossum morio,1
C,30,Trifolium repens,Apis mellifera,3
C,31,Circaea lutetiana,Andrena minutula,1
C,31,Circaea lutetiana,Halictus tumulorum,1
C,31,Circaea lutetiana,Lasioglossum calceatum,6
C,31,Circaea lutetiana,Lasioglossum malachurum,1
C,31,Circaea lutetiana,Lasioglossum morio,1
C,31,Circaea lutetiana,Lasioglossum nitidulum,2
C,31,Circaea lutetiana,Meliscaeva cinctella,1
C,31,Circaea lutetiana,NA,1
C,31,Circaea lutetiana,Platycheirus scutatus,2
C,31,Circaea lutetiana,wildbee,1
C,31,Geranium nodosum,Bombus pascuorum,1
C,31,Geranium nodosum,Lasioglossum calceatum,3
C,31,Geranium nodosum,Lasioglossum nitidulum,1
C,31,Geranium nodosum,Meligethes viridescens,1
C,31,Geranium nodosum,Pipiza noctiluca aggr.,1
C,31,Origanum vulgare,Apis mellifera,3
C,32,Alchemilla mollis,Lasioglossum pauxillum,1
C,32,Alchemilla mollis,Lucilia sp.,1
C,32,Astrantia major,Hylaeus sinuatus,1
C,32,Astrantia major,Lasioglossum pauxillum,1
C,32,Campanula poscharskyana,Apis mellifera,2
C,32,Campanula poscharskyana,Chelostoma rapunculi,1
C,32,Campanula poscharskyana,Lasioglossum pauxillum,1
C,32,Centaurea montana,Lasioglossum pauxillum,1
C,32,Coreopsis verticillata,Apis mellifera,1
C,32,Coreopsis verticillata,Halictus scabiosae,2
C,32,Coreopsis verticillata,Lasioglossum pauxillum,1
C,32,Dianthus armeria,Lasioglossum morio,1
C,32,Dianthus armeria,Lasioglossum pauxillum,1
C,32,Geranium endressii,Anthidium manicatum,1
C,32,Geranium endressii,Apis mellifera,1
C,32,Geranium endressii,Chelostoma rapunculi,1
C,32,Geranium endressii,Lasioglossum pauxillum,2
C,32,Geranium sanguineum,Lasioglossum morio,1
C,32,Hypericum calycinum,Apis mellifera,3
C,32,Hypericum calycinum,Hylaeus punctatus,1
C,32,Hypericum calycinum,Lasioglossum laticeps,3
C,32,Hypericum calycinum,Lasioglossum morio,1
C,32,Lavandula angustifolia,Apis mellifera,15
C,32,Lavandula angustifolia,Bombus pascuorum,3
C,32,Lavandula angustifolia,Bombus pratorum,1
C,32,Lavandula angustifolia,Gymnosoma sp.,1
C,32,Lavandula angustifolia,Hoplitis adunca,1
C,32,Lavandula angustifolia,Megachile ericetorum,1
C,32,Lavandula angustifolia,Pieris rapae,1
C,32,Salvia nemorosa,Apis mellifera,4
C,32,Salvia nemorosa,Lasioglossum pauxillum,1
C,33,Acanthus spinosus,Lasioglossum morio,1
C,33,Anthericum liliago,Hylaeus communis,2
C,33,Anthericum liliago,Morphospecies 21,1
C,33,Bellis perennis,Lasioglossum malachurum,1
C,33,Geranium endressii,Apis mellifera,1
C,33,Geranium endressii,Chelostoma campanularum,1
C,33,Geranium endressii,Lasioglossum calceatum,2
C,33,Geranium endressii,Lasioglossum morio,1
C,33,Lavandula angustifolia,Lucilia sp.,1
C,33,Linaria purpurea,Apis mellifera,1
C,33,Melissa officinalis,Bombus pascuorum,1
C,33,Melissa officinalis,wildbee,1
C,33,Origanum vulgare,Apis mellifera,6
C,33,Origanum vulgare,Hylaeus communis,1
C,33,Origanum vulgare,Lasioglossum calceatum,1
C,33,Origanum vulgare,Lasioglossum morio,1
C,33,Prunella vulgaris,Apis mellifera,2
C,33,Prunella vulgaris,Bombus pascuorum,1
C,33,Salvia yangii,Apis mellifera,7
C,34,Calystegia sepium,Melanostoma mellinum,1
C,34,Campanula portenschlagiana,Chelostoma campanularum,1
C,34,Crepis capillaris,Lasioglossum calceatum,3
C,34,Crepis capillaris,Lasioglossum leucozonium,2
C,34,Crepis capillaris,Lasioglossum malachurum,1
C,34,Crepis capillaris,Lasioglossum pauxillum,1
C,34,Crepis capillaris,Lasioglossum villosulum,1
C,34,Crepis capillaris,wildbee,1
C,34,Hydrangea macrophylla,Lasioglossum calceatum,1
C,34,Hydrangea macrophylla,Lasioglossum sp.,1
C,34,Plantago lanceolata,Apis mellifera,2
C,34,Plantago lanceolata,Lasioglossum calceatum,1
C,34,Plantago lanceolata,Sphaerophoria scripta,1
C,34,Potentilla reptans,Sphaerophoria sp.,1
C,34,Prunella vulgaris,Apis mellifera,4
C,34,Prunella vulgaris,Bombus lapidarius,2
C,34,Prunella vulgaris,Bombus pascuorum,1
C,34,Prunella vulgaris,Bombus terrestris aggr.,1
C,34,Prunella vulgaris,Lasioglossum morio,1
C,34,Prunella vulgaris,Sphaerophoria sp.,1
C,34,Rubus idaeus,Dolichovespula saxonica,2
C,34,Trifolium repens,Apis mellifera,2
C,34,Trifolium repens,Halictus tumulorum,2
C,34,Trifolium repens,Lasioglossum morio,1
C,35,Allium schoenoprasum,Lasioglossum glabriusculum,1
C,35,Bellis perennis,Cheilosia vernalis,2
C,35,Bellis perennis,Lasioglossum calceatum,1
C,35,Bellis perennis,Sphaerophoria scripta,1
C,35,Campanula trachelium,Apis mellifera,1
C,35,Campanula trachelium,Chelostoma campanularum,2
C,35,Campanula trachelium,Chelostoma rapunculi,1
C,35,Cirsium arvense,Bombus vestalis,1
C,35,Cirsium arvense,Cerceris rybyensis,1
C,35,Cirsium arvense,Hylaeus taeniolatus,1
C,35,Cirsium arvense,Lasioglossum laticeps,1
C,35,Cirsium arvense,Lasioglossum pauxillum,5
C,35,Crepis capillaris,Lasioglossum glabriusculum,1
C,35,Epilobium hirsutum,Lasioglossum morio,1
C,35,Epilobium hirsutum,Lasioglossum pauxillum,1
C,35,Galium mollugo aggr.,Pipizella viduata,1
C,35,Lythrum salicaria,Lasioglossum nitidulum,1
C,35,Melissa officinalis,Anthidium manicatum,1
C,35,Melissa officinalis,Lasioglossum morio,1
C,35,Melissa officinalis,Sphaerophoria scripta,1
C,35,Mentha spicata,Aphantopus hyperantus,1
C,35,Mentha spicata,Apis mellifera,1
C,35,Mentha spicata,Syritta pipiens,3
C,35,Mentha spicata,cf. Phasia sp.,1
C,35,Origanum vulgare,Apis mellifera,5
C,35,Origanum vulgare,Bombus sp.,1
C,35,Origanum vulgare,Conops sp.,1
C,35,Origanum vulgare,Dolichovespula saxonica,1
C,35,Origanum vulgare,Helophilus trivittatus,1
C,35,Origanum vulgare,Physocephala sp.,1
C,35,Prunella vulgaris,Apis mellifera,5
C,35,Prunella vulgaris,Bombus pascuorum,3
C,35,Prunella vulgaris,Pipizella sp.,1
C,35,Prunella vulgaris,Platycheirus albimanus,1
C,35,Rubus idaeus,Bombus hypnorum,1
C,35,Trifolium pratense,Bombus humilis,1
C,35,Trifolium pratense,Bombus pascuorum,1
C,36,Circaea lutetiana,Episyrphus balteatus,1
C,36,Circaea lutetiana,Lasioglossum calceatum,2
C,36,Circaea lutetiana,Lasioglossum morio,1
C,36,Circaea lutetiana,Platycheirus scutatus aggr.,1
C,36,Eriocapitella hupehensis,Lasioglossum calceatum,1
C,36,Hypericum perforatum,Lasioglossum morio,1
C,36,Lathyrus latifolius,Megachile willughbiella,1
C,36,Potentilla reptans,Lasioglossum morio,1
C,36,Sorbaria sorbifolia,Apis mellifera,1
C,36,Sorbaria sorbifolia,Bombus terrestris aggr.,1
C,37,Bellis perennis,Lasioglossum pauxillum,2
C,37,Crepis capillaris,Anthidium manicatum,1
C,37,Crepis capillaris,Lasioglossum pauxillum,3
C,37,Crepis capillaris,Sphaerophoria scripta,1
C,37,Crepis capillaris,wildbee,1
C,37,Galium mollugo aggr.,Megachile argentata,1
C,37,Geranium nodosum,Apis mellifera,9
C,37,Geranium nodosum,Bombus hortorum,1
C,37,Geranium nodosum,Episyrphus balteatus,3
C,37,Geranium nodosum,Lasioglossum pauxillum,6
C,37,Geranium nodosum,Lasioglossum sp.,1
C,37,Geranium nodosum,Melanostoma mellinum,1
C,37,Geranium nodosum,Melanostoma scalare,2
C,37,Geranium nodosum,Pieris rapae,1
C,37,Geranium nodosum,diptera_Lo1,1
C,37,Geranium nodosum,wildbee,1
C,37,Lotus corniculatus,Anthidiellum strigatum,1
C,37,Lotus corniculatus,Chelostoma rapunculi,1
C,37,Medicago lupulina,Lasioglossum pauxillum,2
C,37,Potentilla reptans,Sphaerophoria taeniata,1
C,37,Trifolium pratense,Bombus pascuorum,1
C,37,Trifolium repens,Apis mellifera,1
C,38,Achillea millefolium,Anthidium manicatum,1
C,38,Achillea millefolium,Apis mellifera,14
C,38,Achillea millefolium,Coenosia dubiosa,1
C,38,Achillea millefolium,Colletes similis,1
C,38,Achillea millefolium,Eristalis tenax,2
C,38,Achillea millefolium,Halictus subauratus,1
C,38,Achillea millefolium,Halictus tumulorum,1
C,38,Achillea millefolium,Lucilia sp.,2
C,38,Achillea millefolium,NA,1
C,38,Achillea millefolium,diptera_Sa1,1
C,38,Aster amellus,Sphaerophoria scripta,1
C,38,Centaurea stoebe,Apis mellifera,30
C,38,Centaurea stoebe,Bombus lapidarius,2
C,38,Centaurea stoebe,Eristalis tenax,1
C,38,Cota tinctoria,wildbee,1
C,38,Daucus carota,Apis mellifera,1
C,38,Daucus carota,Eristalis tenax,1
C,38,Daucus carota,Lasioglossum laticeps,1
C,38,Daucus carota,Lucilia sp.,1
C,38,Daucus carota,Morphospecies 9,1
C,38,Hypericum perforatum,Eristalis tenax,1
C,38,Ononis spinosa,Apis mellifera,3
C,38,Ononis spinosa,Bombus terrestris aggr.,1
C,38,Trifolium pratense,Bombus humilis,1
C,38,Trifolium repens,Apis mellifera,1
C,39,Allium sphaerocephalon,Apis mellifera,4
C,39,Arctium lappa,Apis mellifera,8
C,39,Bellis perennis,diptera_T6,1
C,39,Campanula trachelium,Chelostoma campanularum,1
C,39,Campanula trachelium,Lasioglossum morio,1
C,39,Centaurea jacea,Hylaeus nigritus,1
C,39,Coronilla varia,Apis mellifera,3
C,39,Coronilla varia,Bombus pascuorum,3
C,39,Daucus carota,Hylaeus leptocephalus,1
C,39,Daucus carota,Lucilia sp.,2
C,39,Daucus carota,Morphospecies 9,1
C,39,Daucus carota,diptera_A6,1
C,39,Erigeron karvinskianus,Lasioglossum laticeps,1
C,39,Erigeron karvinskianus,wildbee,1
C,39,Eupatorium cannabinum,Apis mellifera,2
C,39,Eupatorium cannabinum,Bombus terrestris aggr.,1
C,39,Hypericum perforatum,Bombus pascuorum,1
C,39,Knautia arvensis,Apis mellifera,5
C,39,Knautia macedonica,Apis mellifera,3
C,39,Leonurus cardiaca,Apis mellifera,1
C,39,Leonurus cardiaca,Bombus terrestris aggr.,3
C,39,Malva sylvestris,Apis mellifera,1
C,39,Melilotus albus,Apis mellifera,2
C,39,Melilotus albus,Bombus terrestris aggr.,1
C,39,Melissa officinalis,Bombus pascuorum,1
C,39,Mentha spicata,Apis mellifera,18
C,39,Mentha spicata,Sphaerophoria scripta,1
C,39,Oenothera biennis,Bombus terrestris aggr.,1
C,39,Origanum vulgare,Apis mellifera,9
C,39,Origanum vulgare,Hylaeus leptocephalus,1
C,39,Origanum vulgare,Stelis punctulatissima,1
C,39,Seseli libanotis,Apis mellifera,1
C,39,Seseli libanotis,Hylaeus punctatus,3
C,39,Seseli libanotis,Lasioglossum malachurum,1
C,39,Seseli libanotis,NA,1
C,39,Stachys officinalis,Anthidium manicatum,2
C,39,Verbascum minutiflorum,Apis mellifera,1
C,39,Verbascum minutiflorum,Sphaerophoria scripta,1
C,40,Achillea millefolium,NA,1
C,40,Achillea millefolium,Sphaerophoria scripta,1
C,40,Leontodon hispidus,Eupeodes luniger,1
C,40,Leontodon hispidus,Lasioglossum laticeps,1
C,40,Leontodon hispidus,Sphaerophoria scripta,1
C,40,Rorippa sylvestris,Ancistrocerus gazella,1
C,40,Rorippa sylvestris,Apis mellifera,3
C,40,Rorippa sylvestris,Hylaeus gredleri,1
C,40,Rorippa sylvestris,Hylaeus leptocephalus,1
C,40,Rorippa sylvestris,Hylaeus pictipes,1
C,40,Rorippa sylvestris,Hylaeus punctatus,1
C,40,Rorippa sylvestris,Lasioglossum laticeps,1
C,40,Rorippa sylvestris,Lasioglossum pauxillum,1
C,40,Rorippa sylvestris,Lucilia sp.,1
C,40,Rorippa sylvestris,Platycheirus scutatus,1
C,40,Rorippa sylvestris,Sphaerophoria scripta,2
C,40,Rorippa sylvestris,Syritta pipiens,1
C,40,Taraxacum officinale,Apis mellifera,2
C,40,Trifolium repens,Apis mellifera,5
C,41,Salvia verticillata,Apis mellifera,3
C,41,Verbascum chaixii,Bombus terrestris aggr.,1
C,41,Verbascum nigrum,Apis mellifera,2
C,42,Bellis perennis,Lucilia sp.,1
C,42,Hypericum calycinum,Lasioglossum laticeps,1
C,42,Spiraea japonica,Bombus hyponorum,1
C,42,Spiraea japonica,Bombus pascuorum,1
C,42,Spiraea japonica,Episyrphus balteatus,1
C,43,Centaurea jacea,Apis mellifera,6
C,43,Daucus carota,Hylaeus communis,1
C,43,Daucus carota,Hylaeus hyalinatus,1
C,43,Daucus carota,Hylaeus punctatus,2
C,43,Daucus carota,Hylaeus sp.,2
C,43,Daucus carota,Lasioglossum politum,2
C,43,Daucus carota,Lucilia sp.,3
C,43,Galium mollugo aggr.,Lasioglossum calceatum,1
C,43,Galium mollugo aggr.,Lucilia sp.,1
C,43,Lotus corniculatus,Halictus tumulorum,1
C,43,Lotus corniculatus,Megachile rotundata,1
C,43,Lotus corniculatus,Megachile willughbiella,1
C,43,Salvia pratensis,Anthidium manicatum,1
C,43,Scabiosa columbaria,Eristalis tenax,1
C,43,Trifolium pratense,Bombus pascuorum,4
C,43,Trifolium pratense,Halictus tumulorum,1
C,44,Cirsium arvense,Anaspis varians,1
C,44,Cirsium arvense,Apis mellifera,10
C,44,Cirsium arvense,Hylaeus confusus,1
C,44,Cirsium arvense,Hylaeus sinuatus,2
C,44,Cirsium arvense,Lasioglossum pauxillum,1
C,44,Crepis capillaris,Lasioglossum pauxillum,1
C,44,Crepis capillaris,Lasioglossum villosulum,1
C,44,Crepis capillaris,Oedemera lurida,1
C,44,Daucus carota,Cerceris rybyensis,2
C,44,Daucus carota,Hylaeus sinuatus,4
C,44,Daucus carota,Hylaeus styriacus,1
C,44,Daucus carota,Oedemera nobilis,1
C,44,Daucus carota,diptera_T8,1
C,44,Geranium sanguineum,Chelostoma rapunculi,1
C,44,Hypericum calycinum,Bombus sp.,1
C,44,Hypericum calycinum,Bombus terrestris aggr.,1
C,44,Hypericum calycinum,Lasioglossum laticeps,1
C,44,Hypericum calycinum,Lasioglossum morio,1
C,44,Hypericum calycinum,Lasioglossum pauxillum,2
C,44,Hypericum perforatum,Apis mellifera,1
C,44,Hypericum perforatum,Bombus pascuorum,1
C,44,Hypericum perforatum,Lasioglossum morio,1
C,44,Hypericum perforatum,Lasioglossum sp.,1
C,44,Ligustrum vulgare,Apis mellifera,17
C,44,Ligustrum vulgare,Bombus pascuorum,1
C,44,Ligustrum vulgare,Eristalis arbustorum,1
C,44,Ligustrum vulgare,Eristalis pertinax,1
C,44,Ligustrum vulgare,Eristalis tenax,4
C,44,Ligustrum vulgare,Maniola jurtina,1
C,44,Ligustrum vulgare,Meliscaeva auricollis,1
C,44,Ligustrum vulgare,Sphaerophoria scripta,1
C,44,Ligustrum vulgare,Volucella pellucens,1
C,44,Origanum vulgare,Apis mellifera,13
C,44,Origanum vulgare,Bombus humilis,1
C,44,Origanum vulgare,Bombus terrestris,1
C,44,Origanum vulgare,Lasioglossum morio,1
C,44,Origanum vulgare,Sicus sp.,1
C,44,Origanum vulgare,Stelis punctulatissima,1
C,44,Plantago lanceolata,Apis mellifera,1
C,44,Plantago lanceolata,Bombus terrestris aggr.,1
C,44,Plantago lanceolata,Lasioglossum pauxillum,1
C,44,Plantago lanceolata,Lasioglossum sp.,1
C,44,Trifolium pratense,Bombus humilis,1
C,44,Trifolium pratense,Bombus pascuorum,1
C,45,Anthriscus sylvestris,Apis mellifera,14
C,45,Anthriscus sylvestris,Bombus hyponorum,1
C,45,Anthriscus sylvestris,Halictus tumulorum,1
C,45,Anthriscus sylvestris,Hylaeus sinuatus,1
C,45,Anthriscus sylvestris,Lasioglossum pauxillum,1
C,45,Cirsium arvense,Lasioglossum calceatum,1
C,45,Crepis capillaris,Chloromyia formosa,1
C,45,Crepis capillaris,Lasioglossum malachurum,4
C,45,Crepis capillaris,Lasioglossum pauxillum,3
