genus_lookup,species_lookup,synonym_genus_lookup,synonym_species_lookup,taxon_name,taxon_name_without_author,accession_code,provenance_type,material_type_code,material_type,accession_status,verification_level,field_codes,field_names,region,locality,country
Ranunculus,ficaria,,,Ranunculus ficaria L.,Ranunculus ficaria,19963701,Ungenügend Angaben,,,Lebend,Durch Experten,"6, 12","Epimedium-Wäldchen,Wald mit Frühlingsblüher",,,
Ranunculus,ficaria,,,Ranunculus ficaria L.,Ranunculus ficaria,19780157,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,24,Mittelmeer Institut bis Treppe,,,
Ranunculus,repens,,,Ranunculus repens L.,Ranunculus repens,19964962,Ungenügend Angaben,,,Lebend,Durch Experten,9,Weg zu Schauhäuser und Paradiesli,,,
Ranunculus,reptans,,,Ranunculus reptans L.,Ranunculus reptans,20031559,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,5.14,Tank 14,Güttingen TG,am See in Strandrasen,Schweiz
Ranunculus,reptans,,,Ranunculus reptans L.,Ranunculus reptans,20080336,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,16,Teich und Umgebung,Siplingen,Bodensee,Deutschland
Rhamnus,cathartica,,,Rhamnus cathartica L.,Rhamnus cathartica,20190626,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10,Heilpflanzen,,,
Rhinanthus,alectorolophus,,,Rhinanthus alectorolophus (Scop.) Pollich,Rhinanthus alectorolophus,19966533,Ungenügend Angaben,,,Lebend,Nicht verifiziert,40,Süd- und SO-Alpen,,,
Rhinanthus,alectorolophus,,,Rhinanthus alectorolophus (Scop.) Pollich,Rhinanthus alectorolophus,19966534,Ungenügend Angaben,,,Lebend,Nicht verifiziert,21,Magerwiese,,,
Rhododendron,catawbiense,,,Rhododendron catawbiense Michx. 'Grandiflorum',Rhododendron catawbiense 'Grandiflorum',19780039,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,39,Rhododendron Ost,,,
Rhododendron,catawbiense,,,Rhododendron catawbiense Michx. 'Gartenform',Rhododendron catawbiense 'Gartenform',19965139,Ungenügend Angaben,,,Lebend,Nicht verifiziert,524,Moorbeet,,,
Rhododendron,catawbiense,,,Rhododendron catawbiense Michx. 'Grandiflorum',Rhododendron catawbiense 'Grandiflorum',19780332,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,38,"Bord Wildbach, Steinlager",,,
Rhododendron,ferrugineum,,,Rhododendron ferrugineum L.,Rhododendron ferrugineum,20210337,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Nicht verifiziert,45,Mitteleuropa unterhalb Institut West,,,
Rhododendron,luteum,,,Rhododendron luteum Sweet 'Irene Koster',Rhododendron luteum 'Irene Koster',19780043,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,39,Rhododendron Ost,,,
Rhododendron,luteum,,,Rhododendron luteum Sweet,Rhododendron luteum,20070532,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,39,Rhododendron Ost,,,
Rhododendron,ponticum,,,Rhododendron ponticum L.,Rhododendron ponticum,20120752,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,25,"Hydrangea, Tertiärgarten",,,
Ribes,alpinum,,,Ribes alpinum L.,Ribes alpinum,20190628,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,nigrum,,,Ribes nigrum L. 'Silvergieters Schwarze',Ribes nigrum 'Silvergieters Schwarze',19900158,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.13,Gemmotherapie,,,
Ribes,nigrum,,,Ribes nigrum L. 'Premiere',Ribes nigrum 'Premiere',20200261,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,nigrum,,,Ribes nigrum L. 'Narve Viking',Ribes nigrum 'Narve Viking',20200268,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,nigrum,,,Ribes nigrum L. 'Black Marble',Ribes nigrum 'Black Marble',20200304,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,rubrum,,,Ribes rubrum L. 'Babette',Ribes rubrum 'Babette',20200259,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,rubrum,,,Ribes rubrum L. 'Glasperle',Ribes rubrum 'Glasperle',20200260,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,rubrum,,,Ribes rubrum L. 'Rosa Sport',Ribes rubrum 'Rosa Sport',20200262,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,rubrum,,,Ribes rubrum L. 'Jonkheer van Tets',Ribes rubrum 'Jonkheer van Tets',20200263,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,rubrum,,,Ribes rubrum L. 'Vit Jätte',Ribes rubrum 'Vit Jätte',20200264,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Ribes,rubrum,,,Ribes rubrum L. 'Rosalinn',Ribes rubrum 'Rosalinn',20200265,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Robinia,pseudoacacia,,,Robinia pseudoacacia L.,Robinia pseudoacacia,19965144,Ungenügend Angaben,,,Lebend,Nicht verifiziert,528,Hängebuche,,,
Robinia,pseudoacacia,,,Robinia pseudoacacia L.,Robinia pseudoacacia,20250449,,,,Lebend,,999,Zertifikate,,,
Rosa,arvensis,,,Rosa arvensis Huds.,Rosa arvensis,20160881,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.03,Ziergarten,,,
Rosa,canina,,,Rosa canina L.,Rosa canina,19760265,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"6, 9, 22, 29","Epimedium-Wäldchen,Frühlingsgarten Eingang Z West,Wadi Nordost,Weg zu Schauhäuser und Paradiesli",,,
Rosa,canina,,,Rosa canina L.,Rosa canina,20180902,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.13,Gemmotherapie,,,
Rosa,gallica,,,Rosa gallica L. 'Versicolor',Rosa gallica 'Versicolor',19760269,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,29,Frühlingsgarten Eingang Z West,,,
Rosa,gallica,,,Rosa gallica L. 'Officinalis',Rosa gallica 'Officinalis',20041717,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,29,Frühlingsgarten Eingang Z West,,,
Rosa,gallica,,,Rosa gallica L.,Rosa gallica,20230736,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,30,Frühlingsgarten Eingang Z Nord,südwestlich von Schleitheim,"Wolfbüel, Alpen, Nähe Alphof",Schweiz
,,Rosa,gallica,Rosa gallica L. 'Versicolor',Rosa gallica 'Versicolor',19760269,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,29,Frühlingsgarten Eingang Z West,,,
,,Rosa,gallica,Rosa gallica L. 'Officinalis',Rosa gallica 'Officinalis',20041717,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,29,Frühlingsgarten Eingang Z West,,,
Rosa,multiflora,,,Rosa multiflora Thunb.,Rosa multiflora,19760272,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,29,Frühlingsgarten Eingang Z West,,,
Rosa,multiflora,,,Rosa multiflora Thunb.,Rosa multiflora,20190631,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"8, 31","Frühlingsgarten Rabatte a. Hauptweg,Waldrand b. Nutzpflanzen",,,
Rosa,pendulina,,,Rosa pendulina L.,Rosa pendulina,20190632,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Rosa,rubiginosa,,,Rosa rubiginosa L.,Rosa rubiginosa,19965145,Ungenügend Angaben,,,Lebend,Nicht verifiziert,520,Aufgang Ost Katzhügel rechts,,,
,,Rosa,rubiginosa,Rosa rubiginosa L.,Rosa rubiginosa,19965145,Ungenügend Angaben,,,Lebend,Nicht verifiziert,520,Aufgang Ost Katzhügel rechts,,,
Rosa,spinosissima,,,Rosa spinosissima L. 'Aicha',Rosa spinosissima 'Aicha',20190644,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Rosa,xanthina,,,Rosa xanthina Lindl.,Rosa xanthina,19760270,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"1, 29","Eingang Weinegg,Frühlingsgarten Eingang Z West",,,
,,Rosmarinus,officinalis,Salvia rosmarinus Spenn.,Salvia rosmarinus,19963769,Ungenügend Angaben,,,Lebend,Nicht verifiziert,24,Mittelmeer Institut bis Treppe,,,
,,Rosmarinus,officinalis,Salvia rosmarinus Spenn.,Salvia rosmarinus,20161023,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.02,Krautgarten,,,
Rubus,caesius,,,Rubus caesius L.,Rubus caesius,20250261,,,,Lebend,,17,Geraniumweg und Umfeld,,,
Rubus,idaeus,,,Rubus idaeus L.,Rubus idaeus,19963634,Akzession nicht von Wildstandort,,,Lebend,Durch Experten,"9, 12","Wald mit Frühlingsblüher ,Weg zu Schauhäuser und Paradiesli",,,
Rubus,idaeus,,,Rubus idaeus L. 'Autumn Bliss',Rubus idaeus 'Autumn Bliss',20180952,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.13,Gemmotherapie,,,
Rumex,acetosa,,,Rumex acetosa L.,Rumex acetosa,20050018,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Rumex,obtusifolius,,,Rumex obtusifolius L.,Rumex obtusifolius,20250262,,,,Lebend,,10,Heilpflanzen,,,
Salix,alba,,,Salix alba L.,Salix alba,20250263,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,,12,Wald mit Frühlingsblüher,,,Schweiz
Salix,caprea,,,Salix caprea L.,Salix caprea,20250264,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,,16,Teich und Umgebung,"Wallisellen, Furtbachweg-Quartier",,Schweiz
Salix,caprea,,,Salix caprea L.,Salix caprea,20250480,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,,19,Umgebung Eichenkänzeli  Südwest gegen Villa,"Wallisellen, Furtbachweg-Quartier",,Schweiz
Salvia,glutinosa,,,Salvia glutinosa L.,Salvia glutinosa,19963654,Ungenügend Angaben,,,Lebend,Durch Experten,46,Mitteleuropa unterhalb Institut Mitte,,,
Salvia,glutinosa,,,Salvia glutinosa L.,Salvia glutinosa,20210488,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Salvia,greggii,,,Salvia greggii A.Gray,Salvia greggii,19990850,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,55,Anzucht Trockengebiete (Kalthaus),,,
Salvia,microphylla,,,Salvia microphylla Kunth,Salvia microphylla,19963655,Ungenügend Angaben,,,Lebend,Nicht verifiziert,55,Anzucht Trockengebiete (Kalthaus),,,
Salvia,officinalis,,,Salvia officinalis L.,Salvia officinalis,19990944,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"7.05, 10.17, 10.15, 10.05, 10.02, 10.04","Antike,Gegenwart,Linderung,Mediterran,Mittelalter,Schutz",,,
Salvia,officinalis,,,Salvia officinalis L.,Salvia officinalis,20120458,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.02,Krautgarten,,,
,,Salvia,officinalis,Salvia lavandulifolia Vahl,Salvia lavandulifolia,20100707,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,22,Wadi Nordost,,,
Salvia,pratensis,,,Salvia pratensis L.,Salvia pratensis,20080374,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,21,Magerwiese,,,
Salvia,rosmarinus,,,Salvia rosmarinus Spenn.,Salvia rosmarinus,19963769,Ungenügend Angaben,,,Lebend,Nicht verifiziert,24,Mittelmeer Institut bis Treppe,,,
Salvia,rosmarinus,,,Salvia rosmarinus Spenn.,Salvia rosmarinus,20161023,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.02,Krautgarten,,,
Salvia,yangii,,,Salvia yangii B.T.Drew,Salvia yangii,20090610,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,16,Teich und Umgebung,,,
Sambucus,nigra,,,Sambucus nigra L. 'Laciniata',Sambucus nigra 'Laciniata',19930097,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"9, 527","Oberhalb Parkplatz,Weg zu Schauhäuser und Paradiesli",,,
Sambucus,nigra,,,Sambucus nigra L.,Sambucus nigra,19963598,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"14, 27","Färbepflanzen,Waldrand und Farnsammlung",,,
Sambucus,nigra,,,Sambucus nigra L.,Sambucus nigra,19963660,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"9, 12, 38","Bord Wildbach, Steinlager,Wald mit Frühlingsblüher ,Weg zu Schauhäuser und Paradiesli",,,
Sambucus,nigra,,,Sambucus nigra L. 'Alba',Sambucus nigra 'Alba',19965298,Ungenügend Angaben,,,Lebend,Nicht verifiziert,527,Oberhalb Parkplatz,,,
Sambucus,nigra,,,Sambucus nigra L. 'Haschberg',Sambucus nigra 'Haschberg',20180905,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.01,Kontinuum,,,
Sambucus,nigra,,,Sambucus nigra L.,Sambucus nigra,20190633,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,9,Weg zu Schauhäuser und Paradiesli,,,
Sanguisorba,officinalis,,,Sanguisorba officinalis L.,Sanguisorba officinalis,19963662,Ungenügend Angaben,,,Lebend,Durch Experten,16,Teich und Umgebung,,,
Saponaria,ocymoides,,,Saponaria ocymoides L.,Saponaria ocymoides,19790054,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,47,Mitteleuropa Weg Brücke Institut,,,
Saponaria,ocymoides,,,Saponaria ocymoides L.,Saponaria ocymoides,20230507,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,36,Einfahrt Zollikerstrasse,,,
Saponaria,ocymoides,,,Saponaria ocymoides L.,Saponaria ocymoides,20240196,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,1,Eingang Weinegg,,,
Saponaria,officinalis,,,Saponaria officinalis L.,Saponaria officinalis,20250451,,,,Lebend,,999,Zertifikate,,,
Satureja,montana,,,Satureja montana L.,Satureja montana,19964139,Ungenügend Angaben,,,Lebend,Durch Experten,23,Wadi Südost,,,
Scabiosa,columbaria,,,Scabiosa columbaria L.,Scabiosa columbaria,20200245,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,39,Rhododendron Ost,,,
Scabiosa,ochroleuca,,,Scabiosa ochroleuca L.,Scabiosa ochroleuca,20200361,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,40,Süd- und SO-Alpen,,,
Scilla,luciliae,,,Scilla luciliae (Boiss.) Speta,Scilla luciliae,20110570,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,26,Frühlingsgarten Hauptweg Ost,,,
Scutellaria,altissima,,,Scutellaria altissima L.,Scutellaria altissima,20071233,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Durch Experten,23,Wadi Südost,,,
Sedum,acre,,,Sedum acre L.,Sedum acre,20180704,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.04,Mittelalter,,,
Sedum,album,,,Sedum album L.,Sedum album,19865005,Ungenügend Angaben,,,Lebend,Durch Experten,40,Süd- und SO-Alpen,,,
Sedum,album,,,Sedum album L. 'Coral Carpet',Sedum album 'Coral Carpet',20200389,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,55,Anzucht Trockengebiete (Kalthaus),,,
Sedum,palmeri,,,Sedum palmeri S.Watson,Sedum palmeri,19964577,Ungenügend Angaben,,,Lebend,Nicht verifiziert,55,Anzucht Trockengebiete (Kalthaus),,,
Sedum,palmeri,,,Sedum palmeri S.Watson,Sedum palmeri,20080570,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,22,Wadi Nordost,,,
Sempervivum,tectorum,,,Sempervivum tectorum L. subsp. tectorum,Sempervivum tectorum subsp. tectorum,20260087,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,,45,Mitteleuropa unterhalb Institut West,"Biasca, Büza",,Schweiz
,,Sempervivum,tectorum,Sempervivum tectorum L. subsp. tectorum,Sempervivum tectorum subsp. tectorum,20260087,Akzession von Wildstandort,P,Ganze Pflanzen,Lebend,,45,Mitteleuropa unterhalb Institut West,"Biasca, Büza",,Schweiz
Senecio,vulgaris,,,Senecio vulgaris L.,Senecio vulgaris,20250265,,,,Lebend,,7,Nutzpflanzen,,,
Silene,chalcedonica,,,Silene chalcedonica (L.) E.H.L.Krause,Silene chalcedonica,20160886,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.03,Ziergarten,,,
Silene,dioica,,,Silene dioica (L.) Clairv.,Silene dioica,20090433,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,45,Mitteleuropa unterhalb Institut West,,,
Silene,flos-cuculi,,,Silene flos-cuculi (L.) Clairv.,Silene flos-cuculi,19965357,Ungenügend Angaben,,,Lebend,Nicht verifiziert,46,Mitteleuropa unterhalb Institut Mitte,,,
Silene,latifolia,,,Silene latifolia Poir. subsp. alba (Mill.) Greuter & Burdet,Silene latifolia subsp. alba,20250462,,,,Lebend,,999,Zertifikate,,,
Silene,nutans,,,Silene nutans L.,Silene nutans,20240208,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,27,Färbepflanzen,,,
Solanum,lycopersicum,,,Solanum lycopersicum L. 'Johannisbeer-Tomate',Solanum lycopersicum 'Johannisbeer-Tomate',20190035,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,7.01,Gegenwart,,,
Solanum,melongena,,,Solanum melongena L. 'Tarim',Solanum melongena 'Tarim',20260029,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,7.08,Indien,,,
Sonchus,oleraceus,,,Sonchus oleraceus L.,Sonchus oleraceus,20250457,,,,Lebend,,999,Zertifikate,,,
,,Sorbus,aria,Aria edulis (Willd.) M.Roem.,Aria edulis,19965154,Ungenügend Angaben,,,Lebend,Nicht verifiziert,532,Rasen vis-à-vis Ex-Kompostplatz,,,
,,Sorbus,aria,Aria edulis (Willd.) M.Roem.,Aria edulis,19965155,Ungenügend Angaben,,,Lebend,Nicht verifiziert,547,Böschung Schanzengraben,,,
,,Sorbus,aria,Aria edulis (Willd.) M.Roem.,Aria edulis,20120476,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,29,Frühlingsgarten Eingang Z West,,,
,,Sorbus,aria,Aria edulis (Willd.) M.Roem.,Aria edulis,20160475,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,45,Mitteleuropa unterhalb Institut West,,,
Sorbus,aucuparia,,,Sorbus aucuparia L.,Sorbus aucuparia,19775276,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,8,Waldrand b. Nutzpflanzen,,,
Spiraea,japonica,,,Spiraea japonica L. 'Shirobana',Spiraea japonica 'Shirobana',20120324,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,98,Parkplatz Zollikerstrasse,,,
Stachys,byzantina,,,Stachys byzantina K.Koch,Stachys byzantina,19770471,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,57,Institutsrabatte,,,
,,Stachys,officinalis,Betonica officinalis L.,Betonica officinalis,19981300,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.01,Wurzgarten,,,
Stachys,recta,,,Stachys recta L.,Stachys recta,20250458,,,,Lebend,,999,Zertifikate,,,
Stachys,sylvatica,,,Stachys sylvatica L.,Stachys sylvatica,19964827,Ungenügend Angaben,,,Lebend,Nicht verifiziert,"6, 11","Epimedium-Wäldchen,Erlebnisgarten",,,
Staphylea,pinnata,,,Staphylea pinnata L.,Staphylea pinnata,19963730,Ungenügend Angaben,,,Lebend,Durch Experten,"37, 39, 42","Asien am Hauptweg,Farn- u. Schattenterrassen,Rhododendron Ost",,,
Stellaria,media,,,Stellaria media (L.) Vill.,Stellaria media,20250266,,,,Lebend,,999,Zertifikate,,,
Symphoricarpos,albus,,,Symphoricarpos albus (L.) S.F. Blake,Symphoricarpos albus,19963738,Ungenügend Angaben,,,Lebend,Durch Experten,20,Waldrand unterhalb der Magerwiese,,,
Symphytum,bulbosum,,,Symphytum bulbosum Schimper,Symphytum bulbosum,19963739,Ungenügend Angaben,,,Lebend,Nicht verifiziert,24,Mittelmeer Institut bis Treppe,,,
Symphytum,officinale,,,Symphytum officinale L.,Symphytum officinale,19963740,Ungenügend Angaben,,,Lebend,Durch Experten,"10.14, 16","CH-Heilpflanzen,Teich und Umgebung",,,
Syringa,pubescens,,,Syringa pubescens Turcz. subsp. pubescens 'Palibini',Syringa pubescens subsp. pubescens 'Palibini',19963741,Ungenügend Angaben,,,Lebend,Durch Experten,31,Frühlingsgarten Rabatte a. Hauptweg,,,
Syringa,pubescens,,,Syringa pubescens Turcz. subsp. microphylla (Diels) M.C.Chang & X.L.Chen 'Superba',Syringa pubescens 'Superba',20190635,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,502,Pelikanstrasse,,,
Syringa,pubescens,,,Syringa pubescens Turcz. subsp. patula (Palib.) M.C.Chang & X.L.Chen 'Miss Kim',Syringa pubescens 'Miss Kim',20190636,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,502,Pelikanstrasse,,,
Syringa,pubescens,,,Syringa pubescens Turcz. subsp. pubescens 'Palibini',Syringa pubescens subsp. pubescens 'Palibini',20260042,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,55,Anzucht Trockengebiete (Kalthaus),,,
Syringa,vulgaris,,,Syringa vulgaris L.,Syringa vulgaris,20260043,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,55,Anzucht Trockengebiete (Kalthaus),,,
Tanacetum,parthenium,,,Tanacetum parthenium (L.) Sch.Bip.,Tanacetum parthenium,19965019,Ungenügend Angaben,,,Lebend,Durch Experten,"10.05, 23","Gegenwart,Wadi Südost",,,
Taraxacum,officinale,,,Taraxacum officinale F.H.Wigg.,Taraxacum officinale,20060556,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
,,Taraxacum,officinale,Taraxacum officinale F.H.Wigg.,Taraxacum officinale,20060556,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Teucrium,hircanicum,,,Teucrium hircanicum L.,Teucrium hircanicum,20071193,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"22, 23","Wadi Nordost,Wadi Südost",,,
Thymus,longicaulis,,,Thymus longicaulis C.Presl,Thymus longicaulis,20100705,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,22,Wadi Nordost,,,
Thymus,longicaulis,,,Thymus longicaulis C.Presl,Thymus longicaulis,20240197,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,,1,Eingang Weinegg,,,
Thymus,serpyllum,,,Thymus serpyllum L.,Thymus serpyllum,19920076,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"10.14, 41","CH-Heilpflanzen,Mitteleuropa am Hauptweg",,,
,,Thymus,serpyllum,Thymus serpyllum L.,Thymus serpyllum,19920076,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Durch Experten,"10.14, 41","CH-Heilpflanzen,Mitteleuropa am Hauptweg",,,
Thymus,vulgaris,,,Thymus vulgaris L.,Thymus vulgaris,20160885,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,519.02,Krautgarten,,,
Thymus,vulgaris,,,Thymus vulgaris L.,Thymus vulgaris,20161026,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"22, 24","Mittelmeer Institut bis Treppe,Wadi Nordost",,,
Thymus,vulgaris,,,Thymus vulgaris L.,Thymus vulgaris,20180610,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"7.05, 10.14, 10.01, 10.18","CH-Heilpflanzen,Kontinuum,Mediterran,Räucherpflanzen",,,
Thymus,vulgaris,,,Thymus vulgaris L.,Thymus vulgaris,20210288,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,10.15,Schutz,,,
Tilia,platyphyllos,,,Tilia platyphyllos Scop.,Tilia platyphyllos,19820010,Ungenügend Angaben,,,Lebend,Durch Experten,"12, 18","Umgebung Eichenkänzeli,Wald mit Frühlingsblüher",,,
Tilia,platyphyllos,,,Tilia platyphyllos Scop.,Tilia platyphyllos,20240632,Ungenügend Angaben,P,Ganze Pflanzen,Lebend,,513,Talstrasse,,,
Tragopogon,pratensis,,,Tragopogon pratensis L.,Tragopogon pratensis,20161021,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"10, 519.04","Forschungsgarten,Heilpflanzen",,,
Tragopogon,pratensis,,,Tragopogon pratensis L.,Tragopogon pratensis,20250267,,,,Lebend,,999,Zertifikate,,,
Trifolium,dubium,,,Trifolium dubium Sibth.,Trifolium dubium,20060537,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Trifolium,pratense,,,Trifolium pratense L.,Trifolium pratense,20050019,Ungenügend Angaben,,,Lebend,Durch Experten,21,Magerwiese,,,
Trifolium,repens,,,Trifolium repens L.,Trifolium repens,20250269,,,,Lebend,,999,Zertifikate,,,
Tulipa,clusiana,,,Tulipa clusiana DC.,Tulipa clusiana,19963783,Ungenügend Angaben,,,Lebend,Nicht verifiziert,94,Mixed Border,,,
Tulipa,clusiana,,,Tulipa clusiana DC.,Tulipa clusiana,20181101,Akzession nicht von Wildstandort,P,Ganze Pflanzen,Lebend,Nicht verifiziert,"23, 157","Anzucht Mittelmeer,Wadi Südost",,,
